Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2699A v4 2.40 GHz),44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Apr-2016,Dec-2015,75.1,72.9,47.3,41.0,25.7,25.7,39.3,38.5,66.2,66.9,31.5,31.0,88.1,88.1,36.3,35.4,9835.0,9835.0,59.3,59.3,56.5,51.5,35.7,35.9,85.8,79.3,9019,Cisco Systems,Cisco Systems,Feb-2017,Mar-2017,Mar-2017,"<A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170221-46689.cfg"">Config</A>",,cint2006,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,2016,37.55
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",16,2,8.0,1.0,Intel Xeon Bronze 3106,1700,,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,11 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2133)","Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Jul-2017,38.2,37.0,24.9,21.9,13.8,13.7,23.4,23.0,44.0,44.8,15.4,15.3,44.4,44.4,18.2,17.8,3637.0,3637.0,31.9,31.9,23.4,19.3,18.6,18.6,43.8,42.8,9019,Cisco Systems,Cisco Systems,Dec-2017,Feb-2018,Feb-2018,"<A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.html"">HTML</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.csv"">CSV</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.ps"">PS</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.txt"">Text</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51412.cfg"">Config</A>",,cint2006,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,2017,19.1
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5115, 2.40 GHz)",20,2,10.0,1.0,Intel Xeon Gold 5115,2400,Intel Turbo Boost Technology up to 3.20 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,13.75 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Jul-2017,67.1,64.5,46.1,40.7,25.1,25.0,39.1,38.0,71.3,72.7,29.2,28.7,83.8,83.8,33.1,32.4,5914.0,5914.0,60.8,60.8,34.3,26.9,33.5,33.6,77.3,73.0,9019,Cisco Systems,Cisco Systems,Dec-2017,Feb-2018,Feb-2018,"<A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.html"">HTML</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.csv"">CSV</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.ps"">PS</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.txt"">Text</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51411.cfg"">Config</A>",,cint2006,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,2017,33.55
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5118, 2.30GHz)",24,2,12.0,1.0,Intel Xeon Gold 5118,2300,Intel Turbo Boost Technology up to 3.20 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400 MHz)","SUSE Linux Enterprise Server 12 SP2 (x86_64), 4.4.21-69-default",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,66.9,64.3,46.3,40.3,25.1,24.7,31.7,31.8,71.3,72.5,29.4,29.1,84.7,84.7,33.1,32.8,6127.0,6127.0,60.8,60.8,36.6,29.0,34.0,34.0,80.7,73.7,9019,Cisco Systems,Cisco Systems,Sep-2017,Oct-2017,Oct-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50267.cfg"">Config</A>",,cint2006,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,2017,33.45
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5120, 2.20GHz)",28,2,14.0,1.0,Intel Xeon Gold 5120,2200,Intel Turbo Boost Technology up to 3.20 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400 MHz)","SUSE Linux Enterprise Server 12 SP2 (x86_64), 4.4.21-69-default",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,67.6,64.9,46.1,40.3,24.9,24.6,31.7,31.9,70.1,72.0,29.3,29.1,84.3,84.3,33.0,32.8,6597.0,6597.0,60.3,60.3,40.0,30.2,34.0,34.2,81.1,73.4,9019,Cisco Systems,Cisco Systems,Sep-2017,Oct-2017,Oct-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171003-50268.cfg"">Config</A>",,cint2006,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,2017,33.8
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5122, 3.60 GHz)",8,2,4.0,1.0,Intel Xeon Gold 5122,3600,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,74.3,71.2,53.4,46.6,28.6,28.6,44.4,43.2,78.8,81.1,33.8,33.3,97.1,97.1,37.7,37.0,4221.0,4221.0,72.2,72.2,41.1,31.4,38.6,38.9,89.0,82.6,9019,Cisco Systems,Cisco Systems,Dec-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51011.cfg"">Config</A>",,cint2006,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,2017,37.15
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6126, 2.60 GHz)",24,2,12.0,1.0,Intel Xeon Gold 6126,2600,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,77.6,74.3,53.0,46.7,28.4,28.3,44.6,43.1,79.8,81.1,33.9,33.3,97.0,97.0,37.8,37.0,6773.0,6773.0,70.1,70.1,43.9,33.4,38.7,38.9,88.7,82.9,9019,Cisco Systems,Cisco Systems,Dec-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51008.cfg"">Config</A>",,cint2006,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,2017,38.8
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6128, 3.40 GHz)",12,2,6.0,1.0,Intel Xeon Gold 6128,3400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,76.2,72.7,53.0,46.4,28.5,28.1,44.1,43.5,79.5,79.3,33.9,33.5,97.2,97.2,37.8,37.1,5291.0,5291.0,72.0,72.0,44.3,33.1,38.8,38.8,88.6,82.0,9019,Cisco Systems,Cisco Systems,Dec-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51010.cfg"">Config</A>",,cint2006,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,2017,38.1
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6130, 2.10 GHz)",32,2,16.0,1.0,Intel Xeon Gold 6130,2100,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,79.1,75.4,53.2,46.7,28.6,28.4,45.3,44.5,80.4,79.8,33.9,33.6,97.1,97.1,38.1,37.3,7378.0,7378.0,67.5,67.5,48.5,36.2,39.2,39.1,90.3,83.5,9019,Cisco Systems,Cisco Systems,Nov-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50916.cfg"">Config</A>",,cint2006,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.55
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6132, 2.60GHz)",28,2,14.0,1.0,Intel Xeon Gold 6132,2600,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,77.7,74.6,53.1,46.7,28.4,28.4,44.5,43.1,78.3,80.1,33.8,33.4,96.8,96.8,37.7,37.0,7307.0,7307.0,70.0,70.0,42.8,32.5,38.6,39.1,88.5,83.2,9019,Cisco Systems,Cisco Systems,Oct-2017,Nov-2017,Nov-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171031-50509.cfg"">Config</A>",,cint2006,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,2017,38.85
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134, 3.20 GHz)",16,2,8.0,1.0,Intel Xeon Gold 6134,3200,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,78.9,75.7,53.3,46.9,28.5,28.5,45.8,44.3,80.0,80.6,33.9,33.8,96.8,96.8,38.1,37.5,6727.0,6727.0,72.4,72.4,48.1,37.2,39.1,39.4,90.6,84.8,9019,Cisco Systems,Cisco Systems,Dec-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-51004.cfg"">Config</A>",,cint2006,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.45
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",16,2,8.0,1.0,Intel Xeon Gold 6134M,3200,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Jul-2017,79.0,75.9,53.0,46.8,28.4,28.6,46.1,44.3,80.0,81.2,33.9,33.7,96.8,96.8,37.9,37.2,6682.0,6682.0,72.3,72.3,50.2,38.9,39.0,39.4,90.7,84.6,9019,Cisco Systems,Cisco Systems,Dec-2017,Feb-2018,Feb-2018,"<A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.html"">HTML</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.csv"">CSV</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.ps"">PS</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.txt"">Text</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171225-51414.cfg"">Config</A>",,cint2006,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.5
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6136, 3.00 GHz)",24,2,12.0,1.0,Intel Xeon Gold 6136,3000,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Jul-2017,79.8,76.6,53.1,46.9,28.5,28.4,45.9,44.4,79.8,81.3,33.9,33.7,96.5,96.5,38.0,37.2,7600.0,7600.0,71.9,71.9,50.2,38.9,39.1,39.2,89.7,84.4,9019,Cisco Systems,Cisco Systems,Dec-2017,Feb-2018,Feb-2018,"<A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.html"">HTML</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.csv"">CSV</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.ps"">PS</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.txt"">Text</A> <A HREF=""/cpu2006/results/res2018q1/cpu2006-20171226-51611.cfg"">Config</A>",,cint2006,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.9
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6138, 2.00GHz)",40,2,20.0,1.0,Intel Xeon Gold 6138,2000,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,27.5 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,79.5,76.4,53.2,46.7,28.4,28.4,45.9,44.3,79.3,80.9,33.9,33.7,96.7,96.7,38.0,37.3,7635.0,7635.0,67.1,67.1,51.1,39.8,39.0,39.4,91.1,84.9,9019,Cisco Systems,Cisco Systems,Jan-2010,Oct-2017,Oct-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20170919-50232.cfg"">Config</A>",,cint2006,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.75
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142, 2.60 GHz)",32,2,16.0,1.0,Intel Xeon Gold 6142,2600,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,79.9,76.3,53.2,46.8,28.6,28.4,45.0,44.1,81.4,81.6,33.9,33.7,96.9,96.9,37.9,37.1,8192.0,8192.0,70.3,70.3,47.3,35.2,39.2,39.3,90.6,83.9,9019,Cisco Systems,Cisco Systems,Dec-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171211-50989.cfg"">Config</A>",,cint2006,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,2017,39.95
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6146, 3.20 GHz)",12,1,12.0,1.0,Intel Xeon Gold 6146,3200,Intel Turbo Boost Technology up to 4.20 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,192 GB (12 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,86.1,83.1,60.2,53.0,31.8,32.1,50.4,48.5,86.6,89.6,37.9,37.7,109.0,109.0,43.0,42.1,6129.0,6129.0,79.1,79.1,52.1,41.1,43.5,44.2,102.0,96.0,9019,Cisco Systems,Cisco Systems,Nov-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171128-50918.cfg"">Config</A>",,cint2006,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,2017,86.1
CINT2006,Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6146, 3.20 GHz)",24,2,12.0,1.0,Intel Xeon Gold 6146,3200,Intel Turbo Boost Technology up to 4.20 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-514.el7.x86_64",xfs,"C/C++: Version 17.0.3.191 of Intel C/C++, Compiler for Linux",Aug-2017,Apr-2017,87.9,84.1,59.9,52.7,31.8,31.8,49.9,48.3,86.1,87.7,37.9,37.5,110.0,110.0,42.8,42.0,7863.0,7863.0,79.6,79.6,52.9,40.5,43.6,43.7,101.0,91.6,9019,Cisco Systems,Cisco Systems,Nov-2017,Dec-2017,Dec-2017,"<A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q4/cpu2006-20171114-50707.cfg"">Config</A>",,cint2006,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,2017,43.95
