Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2667 v4, 3.20 GHz)",16,2,8.0,1.0,Intel Xeon E5-2667 v4,3200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,72.4,69.2,46.3,42.6,26.5,26.1,38.8,39.4,69.1,68.8,30.6,31.1,88.8,88.8,36.0,35.7,6035.0,6035.0,62.1,62.1,51.6,36.5,38.2,38.2,87.3,77.8,9019,Cisco Systems,Cisco Systems,Sep-2016,Oct-2016,Oct-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44321.cfg"">Config</A>",,cint2006,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016,36.2
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2670 v3 @ 2.30GHz),24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",xfs,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,58.8,56.9,41.7,36.2,22.4,22.3,33.2,32.2,57.8,57.5,25.6,25.7,59.1,61.3,30.6,30.5,6018.0,6018.0,42.4,42.4,45.8,35.2,29.8,29.8,59.2,59.7,9019,Cisco Systems,Cisco Systems,Feb-2015,Mar-2015,Mar-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35276.cfg"">Config</A>",,cint2006,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,2014,29.4
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2680 v3 @ 2.50GHz),24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,62.2,59.9,44.1,38.2,23.7,23.4,34.4,33.5,59.2,58.7,27.2,27.3,62.9,65.3,32.3,32.2,6461.0,6461.0,47.4,47.4,47.3,35.2,31.6,31.5,62.1,62.2,9019,Cisco Systems,Cisco Systems,Feb-2015,Mar-2015,Mar-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35285.cfg"">Config</A>",,cint2006,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,31.1
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2680 v4, 2.40 GHz)",28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,68.0,65.5,42.2,38.8,24.0,23.5,36.5,36.5,62.7,62.3,28.0,28.5,81.2,81.2,33.3,32.9,7324.0,7324.0,55.8,55.8,52.4,40.9,34.2,34.1,75.5,68.8,9019,Cisco Systems,Cisco Systems,Apr-2016,May-2016,May-2016,"<A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40638.cfg"">Config</A>",,cint2006,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,34.0
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2683 v3 @ 2.00GHz),28,2,14.0,1.0,Intel Xeon E5-2683 v3,2000,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,56.2,54.1,39.9,34.3,21.1,20.8,30.2,29.7,52.1,51.6,24.5,24.5,57.0,59.2,29.5,29.4,6257.0,6257.0,40.7,40.7,44.7,34.4,28.4,28.0,56.5,55.3,9019,Cisco Systems,Cisco Systems,Feb-2015,Feb-2015,Feb-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35030.cfg"">Config</A>",,cint2006,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,28.1
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2683 v4, 2.10 GHz)",32,2,16.0,1.0,Intel Xeon E5-2683 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,40 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,62.0,60.2,38.2,35.1,21.3,21.3,32.5,31.7,51.8,52.3,25.5,25.9,73.8,73.8,29.3,29.0,7825.0,7825.0,50.4,50.4,47.8,40.7,31.2,31.6,72.3,64.7,9019,Cisco Systems,Cisco Systems,Sep-2016,Oct-2016,Oct-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44323.cfg"">Config</A>",,cint2006,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,31.0
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2690 v3 @ 2.60GHz),24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,65.2,62.5,46.6,40.3,24.9,24.7,35.6,34.8,60.6,60.5,28.7,28.8,66.7,69.2,34.1,34.0,6607.0,6607.0,49.3,49.3,51.1,35.7,33.2,33.2,65.0,64.8,9019,Cisco Systems,Cisco Systems,Feb-2015,Feb-2015,Feb-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35031.cfg"">Config</A>",,cint2006,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,32.6
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2690 v4, 2.60 GHz)",28,2,14.0,1.0,Intel Xeon E5-2690 v4,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,72.0,69.1,44.7,40.9,25.2,24.6,37.9,37.9,64.8,64.5,29.7,30.2,86.1,86.1,35.1,34.7,7746.0,7746.0,58.6,58.6,56.0,42.5,36.2,36.5,84.9,75.3,9019,Cisco Systems,Cisco Systems,Apr-2016,May-2016,May-2016,"<A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40633.cfg"">Config</A>",,cint2006,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,36.0
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2695 v3 @ 2.30GHz),28,2,14.0,1.0,Intel Xeon E5-2695 v3,2300,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,61.1,59.1,43.8,38.0,23.1,22.9,33.0,32.4,56.3,56.2,27.0,26.9,62.7,65.1,32.3,32.2,6696.0,6696.0,43.4,43.4,47.7,37.5,30.9,30.9,61.6,60.6,9019,Cisco Systems,Cisco Systems,Jan-2015,Feb-2015,Feb-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150210-35029.cfg"">Config</A>",,cint2006,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,2014,30.55
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2695 v4, 2.10 GHz)",36,2,18.0,1.0,Intel Xeon E5-2695 v4,2100,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",ext4,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,67.9,66.2,42.0,38.4,23.3,23.3,36.1,35.5,60.2,61.5,27.8,28.1,81.0,81.0,33.5,33.0,8156.0,8156.0,52.0,52.0,52.2,45.9,33.7,34.3,80.1,72.4,9019,Cisco Systems,Cisco Systems,Sep-2016,Oct-2016,Oct-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20160920-44326.cfg"">Config</A>",,cint2006,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,2016,33.95
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2697 v3 @ 2.60GHz),28,2,14.0,1.0,Intel Xeon E5-2697 v3,2600,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,65.8,63.4,47.6,41.1,25.0,24.7,34.8,34.2,58.7,58.5,29.4,29.4,68.1,70.9,34.9,34.8,7261.0,7261.0,47.9,47.9,50.5,38.3,33.4,33.2,66.2,64.4,9019,Cisco Systems,Cisco Systems,Jan-2015,Feb-2015,Feb-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34808.cfg"">Config</A>",,cint2006,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,2014,32.9
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2697 v4, 2.30 GHz)",36,2,18.0,1.0,Intel Xeon E5-2697 v4,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,72.1,70.3,45.5,41.9,25.3,25.2,38.0,37.5,59.5,61.4,30.4,30.8,88.2,88.2,35.8,35.4,8595.0,8595.0,58.5,58.5,54.1,46.0,36.2,36.6,80.4,73.5,9019,Cisco Systems,Cisco Systems,Apr-2016,May-2016,May-2016,"<A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40620.cfg"">Config</A>",,cint2006,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,2016,36.05
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2697A v4, 2.60 GHz)",32,2,16.0,1.0,Intel Xeon E5-2697A v4,2600,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,40 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,73.4,71.4,45.7,42.0,25.3,25.3,38.6,37.8,64.3,65.6,29.9,30.1,88.2,88.2,36.2,35.7,9010.0,9010.0,55.3,55.3,55.8,48.3,36.9,37.4,86.8,78.1,9019,Cisco Systems,Cisco Systems,May-2016,Sep-2016,Sep-2016,"<A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160823-43880.cfg"">Config</A>",,cint2006,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016,36.7
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2698 v3 @ 2.30GHz),32,2,16.0,1.0,Intel Xeon E5-2698 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,40 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",ext4,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,65.4,63.5,47.2,41.0,24.6,24.6,34.4,33.7,56.7,57.5,29.3,29.1,68.1,70.8,35.0,34.8,8117.0,8117.0,42.2,42.2,51.9,41.7,32.9,33.0,66.4,64.6,9019,Cisco Systems,Cisco Systems,Jan-2015,Feb-2015,Feb-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150127-34810.cfg"">Config</A>",,cint2006,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,2014,32.7
CINT2006,Cisco Systems,"Cisco UCS B200 M4 (Intel Xeon E5-2698 v4, 2.20 GHz)",40,2,20.0,1.0,Intel Xeon E5-2698 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,50 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,73.1,71.0,45.6,41.9,25.2,25.1,38.8,38.3,63.9,63.4,30.4,30.7,88.2,88.2,36.4,36.0,9028.0,9028.0,57.8,57.8,53.8,46.7,36.2,36.4,81.9,74.8,9019,Cisco Systems,Cisco Systems,Apr-2016,May-2016,May-2016,"<A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q2/cpu2006-20160419-40618.cfg"">Config</A>",,cint2006,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,2016,36.55
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2699 v3 @ 2.30GHz),36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.0, (Maipo), 3.10.0-123.el7.x86_64",xfs,"C/C++: Version 15.0.0.090 of Intel C++ Studio XE, for Linux",Sep-2014,Jul-2014,66.1,64.1,47.6,41.0,24.8,24.5,35.2,34.7,57.8,57.5,29.3,29.1,68.3,70.9,35.1,35.0,8064.0,8064.0,43.2,43.2,52.9,43.8,33.0,32.9,67.3,66.2,9019,Cisco Systems,Cisco Systems,Feb-2015,Mar-2015,Mar-2015,"<A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q1/cpu2006-20150224-35283.cfg"">Config</A>",,cint2006,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,2014,33.05
CINT2006,Cisco Systems,Cisco UCS B200 M4 (Intel Xeon E5-2699 v4 2.20 GHz),44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"SUSE Linux Enterprise Server 12 SP1 (x86_64), 3.12.49-11-default",xfs,"C/C++: Version 16.0.0.101 of Intel C++ Studio XE, for Linux",Apr-2016,Dec-2015,74.4,72.4,45.7,41.9,25.3,25.3,38.9,38.5,62.8,63.6,30.4,30.8,88.3,88.3,36.4,35.9,9861.0,9861.0,58.0,58.0,56.4,48.0,36.9,37.3,87.3,79.6,9019,Cisco Systems,Cisco Systems,Jan-2017,Feb-2017,Feb-2017,"<A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170124-46554.cfg"">Config</A>",,cint2006,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016,37.2
