id;name;number;URL;socket;Product Collection;Code Name;Vertical Segment;Processor Number;Lithography;Use Conditions;Total Cores;Total Threads;Max Turbo Frequency;Turbo Boost Max Technology 3.0 Frequency;Turbo Boost Technology 2.0 Frequency;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Base Frequency;Configurable TDP-down;Thermal Velocity Boost Frequency;Configurable TDP-up Base Frequency;Configurable TDP-up;Deep Learning Boost ( DL Boost) on CPU;# of QPI Links;Scenario Design Power (SDP);# of Performance-cores;# of Efficient-cores;# of Low Power Efficient-cores;Performance-core Max Turbo Frequency;Efficient-core Max Turbo Frequency;Low Power Efficient-core Max Turbo Frequency;Performance-core Base Frequency;Efficient-core Base Frequency;Low Power Efficient-core Base Frequency;Processor Base Power;Maximum Turbo Power;Minimum Assured Power;AI Software Frameworks Supported by CPU;Marketing Status;Launch Date;Embedded Options Available;Use Conditions;Datasheet;Servicing Status;End of Servicing Updates Date;Description;Included Items;Expected Discontinuance;Product Brief;Additional Information;Functional Safety (FuSa) Documentation Available;Product Tuning (Embedded Uses);Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;GPU Name;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Video Max Memory;Execution Units;4K Support;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;OpenGL* Support;OpenCL* Support;Quick Sync Video;InTru 3D Technology;Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Device ID;Graphics Output;Multi-Format Codec Engines;Flexible Display Interface ( FDI);Max Resolution (VGA);Macrovision* License Required;Xe-cores;Ray Tracing;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;AV1 Encode/Decode;VP9 Bitstream & Decoding;Deep Learning Boost ( DL Boost) on GPU;AI Software Frameworks Supported by GPU;Scalability;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;PCI Support;Sockets Supported;Max CPU Configuration;Thermal Solution Specification;TJUNCTION;Package Size;Thermal Velocity Boost Temperature;TCASE;Processing Die Size;# of Processing Die Transistors;Max Operating Temperature;Minimum Operating Temperature;Gaussian & Neural Accelerator;Deep Learning Boost ( DL Boost) on CPU;Optane Memory Supported;Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Turbo Boost Technology;Hyper-Threading Technology;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Identity Protection Technology;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;Adaptix Technology;Speed Shift Technology;Flex Memory Access;Volume Management Device (VMD);MIPI SoundWire*;Demand Based Switching;Smart Response Technology;Transactional Synchronization Extensions;Fast Memory Access;My WiFi Technology;4G WiMAX Wireless Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);ME Firmware Version;HD Audio Technology;Matrix Storage Technology;Rapid Storage Technology;Smart Connect Technology;Time Coordinated Computing ( TCC);# of AVX-512 FMA Units;Thread Director;vPro Eligibility;AES New Instructions;Secure Key;Software Guard Extensions ( SGX);OS Guard;Trusted Execution Technology;Execute Disable Bit;Boot Guard;Stable IT Platform Program (SIPP);Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Control-Flow Enforcement Technology;Mode-based Execute Control (MBEC);Total Memory Encryption;Memory Protection Extensions ( MPX);Anti-Theft Technology;Threat Detection Technology (TDT);Active Management Technology (AMT);Standard Manageability (ISM);Remote Platform Erase (RPE);One-Click Recovery;Hardware Shield Eligibility;Total Memory Encryption - Multi Key;Virtualization Technology with Redirect Protection (VT-rp);Physical Core Count;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;Integrated IDE;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;NPU Name;Max Frequency;Sparsity Support;Windows Studio Effects Support;AI Software Frameworks Supported by NPU
E5-2680V2;Xeon Processor E5-2680 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75277/intel-xeon-processor-e5-2680-v2-25m-cache-2-80-ghz.html;FCLGA2011;Xeon Processor E5 v2 Family;Products formerly Ivy Bridge EP;Server;;22;;10;20;3600000000;;3600000000.0;2800000000;25 MB Smart Cache;8 GT/s;115;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2013-07-01;True;Server/Enterprise;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;824633720832;DDR3 800/1066/1333/1600/1866;4;64102386892;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;x4, x8, x16;40;;;;;;2;;;['52.5mm', '45mm'];;82;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;False;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8380H;Xeon Platinum 8380H Processor;number;https://ark.intel.com/content/www/us/en/ark/products/204087/intel-xeon-platinum-8380h-processor-38-5m-cache-2-90-ghz.html;FCLGA4189;3rd Generation Xeon Scalable Processors;Products formerly Cooper Lake;Server;;14;;28;56;4300000000;;;2900000000;40370176.0;;250;;;;;;;;;;;;;;;;;;;;;;Launched;2020-04-01;False;;;Baseline Servicing;;;;;;;;;1231453023109;DDR4 RDIMM;6;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;;48;;;;;;;;;['77.5x56.5mm'];;;;;;;;True;True;;;;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;;;;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-8880V4;Xeon Processor E7-8880 v4;number;https://ark.intel.com/content/www/us/en/ark/products/93792/intel-xeon-processor-e7-8880-v4-55m-cache-2-20-ghz.html;FCLGA2011;Xeon Processor E7 v4 Family;Products formerly Broadwell;Server;;14;;22;44;3300000000;;3300000000.0;2200000000;57671680;9.6;150;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2016-04-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;3298534883328;DDR4-1333/1600/1866 DDR3-1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['45mm', '52.5mm'];;77;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6130;Xeon Gold 6130 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/120492/intel-xeon-gold-6130-processor-22m-cache-2-10-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;16;32;3700000000;;;2100000000;22 MB L3 Cache;;125;;;;;;;;;;;;;;;;;;;;;;Launched;2017-07-01;True;Server/Enterprise;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2666;6;;True;;2666000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;87;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5677;Xeon Processor X5677;number;https://ark.intel.com/content/www/us/en/ark/products/47929/intel-xeon-processor-x5677-12m-cache-3-46-ghz-6-40-gt-s-intel-qpi.html;FCLGA1366,LGA1366;Legacy Xeon Processors;Products formerly Westmere EP;Server;;32;;4;8;3730000000;;;3460000000;12 MB Smart Cache;6.4;130;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;;;;;;309237645312;DDR3 800/1066/1333;3;34359738368;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;['42.5mm X 45mm'];;80.4;;;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2690V2;Xeon Processor E5-2690 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75279/intel-xeon-processor-e5-2690-v2-25m-cache-3-00-ghz.html;FCLGA2011;Xeon Processor E5 v2 Family;Products formerly Ivy Bridge EP;Server;;22;;10;20;3600000000;;3600000000.0;3000000000;25 MB Smart Cache;8 GT/s;130;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2013-07-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;824633720832;DDR3 800/1066/1333/1600/1866;4;64102386892;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['52.5mm', '45mm'];;88;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;False;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6458Q;Xeon Gold 6458Q Processor;number;https://ark.intel.com/content/www/us/en/ark/products/232386/intel-xeon-gold-6458q-processor-60m-cache-3-10-ghz.html;FCLGA4677;4th Generation Xeon Scalable Processors;Products formerly Sapphire Rapids;Server;;7;;32;64;4000000000;;;3100000000;62914560;;350;;;;;;;;;;;;;;;;;;;;;;Launched;2023-01-01;False;Server/Enterprise;;Baseline Servicing;;;;;;;;;4398046511104;Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC;8;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;5;;80;;;;;;;;;['77.5mm', '56.5mm'];;66;;;;;;True;;;;2;True;True;;['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;True;True;True;True;;True;True;True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E-2336;Xeon E-2336 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212253/intel-xeon-e-2336-processor-12m-cache-2-90-ghz.html;FCLGA1200;Xeon E Processor;Products formerly Rocket Lake;Server;;14;;6;12;4800000000;;4800000000.0;2900000000;12 MB Smart Cache;8 GT/s;65;;;;;;;;;;;;;;;;;;;;;;Launched;2021-07-01;False;Server/Enterprise;;Baseline Servicing;;;;;;;;;137438953472;DDR4-3200;2;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;Up to 1x16+1x4, 2x8+1x4, 1x8+3x4;20;;Gen 4;;;;1;;100 °C;['37.5 mm', '37.5 mm'];;;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2', 'AVX-512'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with SPS;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3-1240;Xeon Processor E3-1240;number;https://ark.intel.com/content/www/us/en/ark/products/52273/intel-xeon-processor-e3-1240-8m-cache-3-30-ghz.html;LGA1155;Xeon Processor E3 Family;Products formerly Sandy Bridge;Server;;32;;4;8;3700000000;;3700000000.0;3300000000;8 MB Smart Cache;5 GT/s;80;;;;;;;;;;;;;;;;;;;;;;Discontinued;2011-04-01;False;;;End of Servicing Lifetime;Tuesday, December 31, 2019;;;;;;;;34359738368;DDR3 1066/1333;2;22548578304;True;;;;;;;;;;;;;;;False;False;False;;;;;;False;;;;;;;;;;;;2;;20;;;;;;1;;;['37.5mm', '37.5mm'];;69.1;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX'];True;True;True;True;;;;;;;True;;;True;;;True;;;;;;;;;;;;;;vPro Platform;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2420;Xeon Processor E5-2420;number;https://ark.intel.com/content/www/us/en/ark/products/64617/intel-xeon-processor-e5-2420-15m-cache-1-90-ghz-7-20-gt-s-intel-qpi.html;FCLGA1356;Xeon Processor E5 Family;Products formerly Sandy Bridge EN;Server;;32;;6;12;2400000000;;;1900000000;15 MB Smart Cache;7.2;95;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2012-04-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;2015-04-01;;;;;412316860416;DDR3 800/1066/1333;3;34359738368;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;;24;;;;;;2;;;['45mm', '42.5mm'];;;;;;;;;;;;1;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3-1265LV2;Xeon Processor E3-1265L v2;number;https://ark.intel.com/content/www/us/en/ark/products/65728/intel-xeon-processor-e3-1265l-v2-8m-cache-2-50-ghz.html;FCLGA1155;Xeon Processor E3 v2 Family;Products formerly Ivy Bridge;Server;;22;;4;8;3500000000;;3500000000.0;2500000000;8 MB Smart Cache;5 GT/s;45;;;;;;;;;;;;;;;;;;;;;;Discontinued;2012-04-01;False;;;End of Servicing Lifetime;Tuesday, December 31, 2019;;;;;;;;35186519572;DDR3 1333/1600;2;;True;;;HD Graphics 2500;650000000;1150000000;;;;;;;;;;True;True;True;True;3;;;;True;;;;;;;;;;;;3;1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4;;;;;;;;;;;;;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX'];True;True;;True;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-4627V4;Xeon Processor E5-4627 v4;number;https://ark.intel.com/content/www/us/en/ark/products/93799/intel-xeon-processor-e5-4627-v4-25m-cache-2-60-ghz.html;FCLGA2011;Xeon Processor E5 v4 Family;Products formerly Broadwell;Server;;14;;10;10;3200000000;;3200000000.0;2600000000;26214400;8 GT/s;135;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2016-04-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;1649267441664;DDR4;4;73014444032;True;46-bit;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;x4, x8, x16;40;;;;;;4;;;['45mm', '52.5mm'];;82;;;;;;;;;;2;False;True;64-bit;['AVX2'];True;True;True;;;;;;;;False;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5270;Xeon Processor X5270;number;https://ark.intel.com/content/www/us/en/ark/products/36608/intel-xeon-processor-x5270-6m-cache-3-50-ghz-1333-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Wolfdale;Server;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2008-07-01;False;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;61;107 mm2;410 million;;;;;;;;False;False;True;64-bit;;;True;;;;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;2;3500000000;6 MB L2 Cache;1333000000;False;80;0.8500V-1.3500V;;;;;;;;;;;;;;
D-2183IT;Xeon D-2183IT Processor;number;https://ark.intel.com/content/www/us/en/ark/products/136441/intel-xeon-d-2183it-processor-22m-cache-2-20-ghz.html;FCBGA2518;Xeon D Processor;Products formerly Skylake;Server;;14;;16;32;3000000000;;;2200000000;23068672;;100;;;;;;;;;;;;;;;;;;;;;;Launched;2018-01-01;True;;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;549755813888;DDR4;4;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;>;32;;;;;;1;;;;;;;;;;;;False;;False;2;True;True;64-bit;['AVX2', 'AVX-512'];True;True;True;;;;;;;;;True;;;;True;;;;;;;;;;;;;1;;;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-1528;Xeon Processor D-1528;number;https://ark.intel.com/content/www/us/en/ark/products/91198/intel-xeon-processor-d-1528-9m-cache-1-90-ghz.html;FCBGA1667;Xeon D Processor;Products formerly Broadwell;Server;;14;;6;12;2500000000;;2500000000.0;1900000000;9437184;;35;;;;;;;;;;;;;;;;;;;;;;Launched;2015-10-01;True;Communications Commercial Temp;;End of Servicing Updates;Saturday, December 31, 2022;;;;;;;;137438953472;DDR4, DDR3;2;;True;;2133000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;2.0/3.0;x4 x8 x16;32;;;;;;1;;;['37.5mm', '37.5mm'];;;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;4;2.0/3.0;6;True;;True;True;;;;;;
8490H;Xeon Platinum 8490H Processor;number;https://ark.intel.com/content/www/us/en/ark/products/231747/intel-xeon-platinum-8490h-processor-112-5m-cache-1-90-ghz.html;FCLGA4677;4th Generation Xeon Scalable Processors;Products formerly Sapphire Rapids;Server;;7;;60;120;3500000000;;;1900000000;117964800.0;;350;;;;;;;;;;;;;;;;;;;;;;Launched;2023-01-01;;Server/Enterprise;;Baseline Servicing;;;;;;;;;4398046511104;Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC;8;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;5;;80;;;;;;;;;['77.5mm', '56.5mm'];;79;;;;;;True;;;;2;True;True;;['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;True;True;True;True;;True;True;True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9282;Xeon Platinum 9282 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/194146/intel-xeon-platinum-9282-processor-77m-cache-2-60-ghz.html;socket;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;56;112;3800000000;;3800000000.0;2600000000;77 MB Smart Cache;;400;;;;;;;;;;;;;;;;;;;;;;Discontinued;2019-04-01;False;;;Baseline Servicing;;;;;;;;;;DDR4-2933;12;;;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;True;True;;['AVX-512'];;;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;;;;;True;;;;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2643V3;Xeon Processor E5-2643 v3;number;https://ark.intel.com/content/www/us/en/ark/products/81900/intel-xeon-processor-e5-2643-v3-20m-cache-3-40-ghz.html;FCLGA2011;Xeon Processor E5 v3 Family;Products formerly Haswell;Server;;22;;6;12;3700000000;;3700000000.0;3400000000;20 MB Smart Cache;9.6;135;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2014-07-01;False;;;End of Servicing Updates;Friday, December 31, 2021;;;;;;;;824633720832;DDR4 1600/1866/2133;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['52.5mm', '45mm'];;77.3;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;False;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-2796NT;Xeon D-2796NT Processor;number;https://ark.intel.com/content/www/us/en/ark/products/226249/intel-xeon-d-2796nt-processor-30m-cache-up-to-3-10-ghz.html;FCBGA2579;Xeon D Processor;Products formerly Ice Lake;Server;;10;;20;40;3100000000;;;2000000000;31457280;;120;;;;;;True;;;20;;;;;;;;;;;;;Launched;2022-01-01;False;Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise;;;;;;;;;;;1099511627776;DDR4;4;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;32;;Gen 4;Gen 3;;;;;;['52.5', '45mm'];;;;;;;;;False;;;2;True;True;64-bit;['AVX-512'];;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;1;;;True;;Yes with SPS;;True;True;True;;True;True;;;;True;;;;;;;;;;;;;;;;;;;4;3;;True;;;;24;;;;;
E5649;Xeon Processor E5649;number;https://ark.intel.com/content/www/us/en/ark/products/52581/intel-xeon-processor-e5649-12m-cache-2-53-ghz-5-86-gt-s-intel-qpi.html;FCLGA1366;Legacy Xeon Processors;Products formerly Westmere EP;Server;;32;;6;12;2930000000;;;2530000000;12 MB Smart Cache;5.86;80;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2011-01-01;False;;;End of Servicing Lifetime;;;;;;;;;309237645312;DDR3 800/1066/1333;3;34359738368;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['42.5mm X 45mm'];;76.2;;;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-1428L;Xeon Processor E5-1428L;number;https://ark.intel.com/content/www/us/en/ark/products/66662/intel-xeon-processor-e5-1428l-15m-cache-1-8-ghz.html;FCLGA1356;Xeon Processor E5 Family;Products formerly Sandy Bridge EN;Server;;32;;6;12;;;;1800000000;15 MB L3 Cache;0 GT/s;60;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2012-04-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;2015-04-01;;;;;;DDR3 800/1066/1333;3;34359738368;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;;24;;;;;;1;;;['45mm', '42.5mm'];;;;;;;;;;;;False;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5215;Xeon Gold 5215 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193391/intel-xeon-gold-5215-processor-13-75m-cache-2-50-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;10;20;3400000000;;;2500000000;14417920.0;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;True;Server/Enterprise;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2667;6;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;77;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8353H;Xeon Platinum 8353H Processor;number;https://ark.intel.com/content/www/us/en/ark/products/204092/intel-xeon-platinum-8353h-processor-24-75m-cache-2-50-ghz.html;FCLGA4189;3rd Generation Xeon Scalable Processors;Products formerly Cooper Lake;Server;;14;;18;36;3800000000;;;2500000000;25952256.0;;150;;;;;;;;;;;;;;;;;;;;;;Launched;2020-04-01;False;;;Baseline Servicing;;;;;;;;;1231453023109;DDR4 RDIMM;6;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;;48;;;;;;;;;['77.5x56.5mm'];;;;;;;;True;True;;;;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;;;;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8352M;Xeon Platinum 8352M Processor;number;https://ark.intel.com/content/www/us/en/ark/products/217215/intel-xeon-platinum-8352m-processor-48m-cache-2-30-ghz.html;FCLGA4189;3rd Generation Xeon Scalable Processors;Products formerly Ice Lake;Server;;10;;32;64;3500000000;;;2300000000;50331648;;185;;;;;;;;;;;;;;;;;;;;;;Launched;2021-04-01;False;;;Baseline Servicing;;;;;;;;;6597069766656;DDR4-3200;8;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;4;;64;;;;;;;;;['77.5mm', '56.5mm'];;77;;;;;;True;;;;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;;True;True;;;True;True;True;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W3580;Xeon Processor W3580;number;https://ark.intel.com/content/www/us/en/ark/products/39723/intel-xeon-processor-w3580-8m-cache-3-33-ghz-6-40-gt-s-intel-qpi.html;FCLGA1366;Legacy Xeon Processors;Products formerly Bloomfield;Server;;45;;4;8;3600000000;;;3330000000;8 MB Smart Cache;6.4;130;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2009-07-01;False;;;End of Servicing Lifetime;;;;;;;;;25769803776;DDR3 800/1066/1333;3;34359738368;True;36-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;['42.5mm', '45.0mm'];;67.9;263 mm2;731 million;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;False;;;;False;True;;;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4114;Xeon Silver 4114 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/123550/intel-xeon-silver-4114-processor-13-75m-cache-2-20-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;10;20;3000000000;;;2200000000;13.75 MB L3 Cache;;85;;;;;;;;;;;;;;;;;;;;;;Discontinued;2017-07-01;False;;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;78;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
