Result ID,Short ID,Company,System,Spec. Revision,Scale Factor,QphH,Price Perf,Total Sys. Cost,Currency,Database Software,Operating System,CPU Type,# CPU's,Total Processors,Total Cores,Total Threads,Cluster,Date Submitted,Active Expiration Date,Availability Date,Withdrawn,Date Withdrawn,Watts/KqphH,Average Power of REC,Idle Power of REC,Lowest Temp at Inlet,DB-Server Watts per KqphH,DB-Server Full Power Avg Watts,DB-Server Full Power %,DB-Server Idle Power Avg Watts,DB-Server Idle Power %,Storage Watts per KqphH,Storage Full Power Avg Watts,Storage Full Power %,Storage Idle Power Avg Watts,Storage Idle Power %,App-Server Watts per KqphH,App-Server Full Power Avg Watts,App-Server Full Power %,App-Server Idle Power Avg Watts,App-Server Idle Power %,Misc Watts per KqphH,Misc Full Power Avg Watts,Misc Full Power %,Misc Idle Power Avg Watts,Misc Idle Power %,Total Full Power Avg Watts,Total Idle Power Avg Watts
111120101,3278,Oracle              ,SPARC T4-4 Server                                 ,2.14.2    ,3000,205792,4.1,843656,USD,Oracle Database 11g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Oracle Solaris 11 11/11                                                                                                                                                                                                                                        ,Oracle SPARC T4 - 3.0 GHz                                                                                                                                                                                                                                      ,4,4,32,256,N,11/30/2011,11/30/2014,5/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111092601,3276,Oracle              ,SPARC T4-4 Server                                 ,2.14.2    ,1000,201487,4.6,925525,USD,Oracle Database 11g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Oracle Solaris 10 8/11                                                                                                                                                                                                                                         ,Oracle SPARC T4 - 3.0 GHz                                                                                                                                                                                                                                      ,1,4,32,256,N,9/26/2011,9/26/2014,10/30/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111060301,3274,Oracle              ,SPARC Enterprise M8000 Server                     ,2.14.1    ,1000,209533.6,9.53,1995715,USD,Oracle Database 11g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Oracle Solaris 10                                                                                                                                                                                                                                              ,Oracle SPARC64 VII+ - 3000 MHz                                                                                                                                                                                                                                 ,1,16,64,128,N,6/3/2011,6/3/2014,9/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111032201,3262,Oracle              ,Sun SPARC Enterprise M9000 Server                 ,2.14.0    ,3000,386478.3,18.19,7030009,USD,Oracle Database 11g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Oracle Solaris 10                                                                                                                                                                                                                                              ,Oracle SPARC64 VII+ - 3000 MHz                                                                                                                                                                                                                                 ,1,64,256,256,N,3/22/2011,3/22/2014,9/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110100601,3258,Oracle              ,Sun SPARC Enterprise M9000 Server                 ,2.11.0    ,3000,198907.5,15.27,3037900,USD,Oracle Database 11g R2 Enterprise Edition                                                                                                                                                                                                                      ,Oracle Solaris 10                                                                                                                                                                                                                                              ,Oracle SPARC64 VII - 2880 MHz                                                                                                                                                                                                                                  ,1,32,128,256,N,10/5/2010,10/27/2013 9:16:00 PM,12/9/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109070701,3238,Oracle              ,Sun Fire X4600 M2                                 ,2.8.0     ,300,55157.5,2.8,154284,USD,Microsoft SQL Server 2008 Enterprise Edition x64 SP1                                                                                                                                                                                                           ,Microsoft Windows Server 2008 Enterprise Edition x64                                                                                                                                                                                                           ,AMD Opteron 8384 - 2.70 GHz                                                                                                                                                                                                                                    ,1,8,32,32,N,7/6/2009,4/27/2013,7/6/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109041401,3233,Oracle              ,SunFire X4275                                     ,2.8.0     ,1000,23365.3,2.41,56263.91,USD,Sybase IQ 15 SAS                                                                                                                                                                                                                                               ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Intel Nehalem Quad-Core - 2.93 GHz                                                                                                                                                                                                                             ,2,2,8,16,N,4/14/2009,4/27/2013,4/14/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109030401,3232,Oracle              ,SunFire X4540                                     ,2.8.0     ,3000,11435,5.26,60118.67,USD,Sybase IQ 15 SAS                                                                                                                                                                                                                                               ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron 2356 QC - 2.30 GHz                                                                                                                                                                                                                                 ,2,2,8,8,N,3/4/2009,4/27/2013,4/9/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108051501,3226,Oracle              ,SunFire X4240                                     ,2.6.2     ,300,8294.1,3.39,28132.6,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.2 GHz                                                                                                                                                                                                                                          ,2,2,4,4,N,5/15/2008,4/27/2013,5/15/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108050501,3224,Oracle              ,Sun SPARC Enterprise M9000 server                 ,2.6.2     ,1000,118573.3,24.12,2859795,USD,Oracle Database 11g Enterprise Edition                                                                                                                                                                                                                         ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun SPARC64 VI - 2400 MHz                                                                                                                                                                                                                                      ,32,32,64,64,N,5/2/2008,4/27/2013,9/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108041501,3223,Oracle              ,SunFire X4140                                     ,2.6.2     ,100,8337.7,3.3,27503.9,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.0 GHz                                                                                                                                                                                                                                          ,2,2,4,4,N,4/15/2008,4/27/2013,4/15/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107102901,3211,Oracle              ,SunFire X4100                                     ,2.6.0     ,100,98857,2.65,263460.06,USD,ParAccel Analytic Database                                                                                                                                                                                                                                     ,Red Hat Enterprise Linux 4.4                                                                                                                                                                                                                                   ,AMD Opteron 2220 - 2.8 GHz                                                                                                                                                                                                                                     ,2,30,60,60,Y,10/29/2007,4/27/2013,10/29/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107102902,3212,Oracle              ,SunFire X4100                                     ,2.6.0     ,300,198578.1,3.15,624770.12,USD,ParAccel Analytic Database                                                                                                                                                                                                                                     ,Red Hat Enterprise Linux 4.4                                                                                                                                                                                                                                   ,AMD Opteron 2220 - 2.8 GHz                                                                                                                                                                                                                                     ,2,60,120,120,Y,10/29/2007,4/27/2013,10/29/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107102903,3213,Oracle              ,SunFire X4100                                     ,2.6.0     ,1000,315842.9,4.57,1442050.2,USD,ParAccel Analytic Database                                                                                                                                                                                                                                     ,Red Hat Enterprise Linux 4.4 Enterprise Server                                                                                                                                                                                                                 ,AMD Opteron 2220 - 2.8 GHz                                                                                                                                                                                                                                     ,2,96,192,192,Y,10/29/2007,4/27/2013,10/29/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107101502,3210,Oracle              ,SunFire X4500                                     ,2.6.0     ,1000,5604.9,8.11,45439.5,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron 290 - 2.8 GHz                                                                                                                                                                                                                                      ,1,2,4,4,N,10/15/2007,4/27/2013,10/15/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107101201,3208,Oracle              ,Sun Fire[TM] X4500 server                         ,2.6.0     ,3000,38672.4,29.39,1136536,USD,IBM DB2 9.1                                                                                                                                                                                                                                                    ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron 285 - 2.6 GHz                                                                                                                                                                                                                                      ,2,20,40,40,Y,10/12/2007,4/27/2013,10/12/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107052501,3202,Oracle              ,SunFire X4200 M2                                  ,2.6.0     ,100,8587.1,5.29,45466.95,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.0 GHz                                                                                                                                                                                                                                          ,2,2,4,4,N,5/25/2007,4/27/2013,5/25/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107052502,3203,Oracle              ,SunFire X4100 M2                                  ,2.6.0     ,300,7641,5.89,45001.35,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.0 GHz                                                                                                                                                                                                                                          ,2,2,4,4,N,5/25/2007,4/27/2013,5/25/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107040901,3197,Oracle              ,Sun Fire[TM] E25K server                          ,2.6.0     ,3000,114713.7,36.68,4207126,USD,Oracle Database 10g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV+ - 1800 MHz                                                                                                                                                                                                                                  ,72,72,144,144,N,4/9/2007,4/27/2013,4/9/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106062601,3176,Oracle              ,SunFire X4200                                     ,2.3.0     ,300,4936.3,6.29,31033.45,USD,Sybase IQ 12.6 Single                                                                                                                                                                                                                                          ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.0 GHz                                                                                                                                                                                                                                          ,2,2,2,2,N,6/23/2006,4/27/2013,6/23/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106062602,3177,Oracle              ,SunFire X4100                                     ,2.3.0     ,100,4132.1,4.61,19057.05,USD,Sybase IQ 12.6 Single                                                                                                                                                                                                                                          ,Sun Solaris 10                                                                                                                                                                                                                                                 ,AMD Opteron - 3.0 GHz                                                                                                                                                                                                                                          ,2,2,2,2,N,6/23/2006,4/27/2013,6/23/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106012701,3167,Oracle              ,Sun Fire[TM] E25K server                          ,2.3.0     ,3000,105430.9,54.87,5784902,USD,Oracle Database 10g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV+ - 1500 MHz                                                                                                                                                                                                                                  ,72,72,144,144,N,1/27/2006,4/27/2013,1/27/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106010501,3163,Oracle              ,SunFire V490                                      ,2.3.0     ,1000,4367.5,31.17,136120.7,USD,Sybase Sybase IQ 12.5                                                                                                                                                                                                                                          ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV+ - 1500 MHz                                                                                                                                                                                                                                  ,4,4,4,4,N,1/5/2006,4/27/2013,1/5/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105113001,3162,Oracle              ,Sun Fire[TM] E25K server                          ,2.3.0     ,10000,108099.7,53.8,5815147,USD,Oracle Database 10g R2 Enterprise Edition w/Partitioning                                                                                                                                                                                                       ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV+ - 1500 MHz                                                                                                                                                                                                                                  ,72,72,144,144,N,11/29/2005,4/27/2013,1/23/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105101701,3153,Oracle              ,SunFire V490                                      ,2.1.0     ,100,6433.4,22.3,143470.7,USD,Sybase IQ 12.6 SAS                                                                                                                                                                                                                                             ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV+ - 1500 MHz                                                                                                                                                                                                                                  ,4,4,8,8,N,10/14/2005,4/27/2013,10/14/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105081501,3148,Oracle              ,SunFire V890                                      ,2.1.0     ,100,10487.9,46.29,485448.7,USD,Sybase IQ 12.6 Single                                                                                                                                                                                                                                          ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV - 1350 MHz                                                                                                                                                                                                                                   ,16,16,32,32,Y,8/15/2005,4/27/2013,8/15/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051001,3126,Oracle              ,SunFire V240                                      ,2.0.0     ,100,1712.6,12.04,20614,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IIIi - 1.5 GHz                                                                                                                                                                                                                                  ,2,2,2,2,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051002,3127,Oracle              ,SunFire V490                                      ,2.0.0     ,1000,3446.2,41.47,142918.15,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV - 1350 MHz                                                                                                                                                                                                                                   ,4,4,8,8,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051003,3128,Oracle              ,SunFire V440                                      ,2.0.0     ,100,2882.6,17.1,49294.55,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IIIi - 1.6 GHz                                                                                                                                                                                                                                  ,4,4,4,4,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051004,3129,Oracle              ,SunFireV880                                       ,2.0.0     ,1000,3247.4,52.8,171455.2,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC III Cu - 1200 MHz                                                                                                                                                                                                                               ,8,8,8,8,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051005,3130,Oracle              ,SunFire V250                                      ,2.0.0     ,100,1442.7,15.17,21879,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IIIi Cu - 1.28 GHz                                                                                                                                                                                                                              ,2,2,2,2,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051006,3131,Oracle              ,SunFireV440                                       ,2.0.0     ,300,2501,22.09,55244.55,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IIIi - 1.6 GHz                                                                                                                                                                                                                                  ,4,4,4,4,N,5/9/2005,4/27/2013,5/9/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105012801,3118,Oracle              ,Sun Fire(TM) E25K Server                          ,2.1.0     ,3000,59435.7,100.66,5982737,USD,Oracle Database 10g Enterprise Edition                                                                                                                                                                                                                         ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV - 1200 MHz                                                                                                                                                                                                                                   ,72,72,144,144,N,1/27/2005,4/27/2013,7/27/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103040801,3067,Oracle              ,Sun Fire[TM] 15K server                           ,2.0.0     ,3000,28948.1,184.32,5335742,USD,Oracle Database 9i R2 Enterprise Edition                                                                                                                                                                                                                       ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC III Cu - 1200 MHz                                                                                                                                                                                                                               ,72,72,72,72,N,4/7/2003,4/27/2013,4/30/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105032501,3123,SGI                 ,SGI Altix 350 8P                                  ,2.1.0     ,300,9962.5,58.82,586017,USD,IBM DB2 UDB 8.2                                                                                                                                                                                                                                                ,SUSE LINUX Enterprise Server 9                                                                                                                                                                                                                                 ,Intel Itanium2 Dual-Core - 1.6 GHz                                                                                                                                                                                                                             ,8,8,8,8,N,3/25/2005,10/27/2013 9:16:00 PM,3/25/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104101501,3110,SGI                 ,SGI Altix 3700 8P                                 ,2.1.0     ,300,8827.5,85.18,751939,USD,IBM DB2 UDB 8.2                                                                                                                                                                                                                                                ,SUSE LINUX Enterprise Server 9                                                                                                                                                                                                                                 ,Intel Itanium2 - 1.5 GHz                                                                                                                                                                                                                                       ,8,8,8,8,N,10/15/2004,10/27/2013 9:16:00 PM,12/15/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021502,3121,Sun                 ,SunFire V490                                      ,2.1.0     ,1000,3446.2,41.47,142918.15,USD,Sybase Sybase IQ 12.5                                                                                                                                                                                                                                          ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Sun UltraSPARC IV - 1350 MHz                                                                                                                                                                                                                                   ,4,4,4,4,N,2/15/2005,4/27/2013,3/31/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103091701,3088,Sun                 ,SunFire V440                                      ,2.0.0     ,100,2428.6,27.88,67704,USD,Sybase Sybase IQ 12.5                                                                                                                                                                                                                                          ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC IIIi Cu - 1.28 GHz                                                                                                                                                                                                                              ,4,4,4,4,N,9/16/2003,4/27/2013,11/26/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103072901,3077,Sun                 ,SunFire V480                                      ,2.0.0     ,100,2140.6,44.36,94956,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC III Cu - 1050 MHz                                                                                                                                                                                                                               ,4,4,4,4,N,7/28/2003,4/27/2013,11/26/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103062401,3073,Sun                 ,SunFire V240 Server                               ,2.0.0     ,100,1124.4,40.04,45021,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC IIIi Cu - 1.0 GHz                                                                                                                                                                                                                               ,2,2,2,2,N,6/23/2003,4/27/2013,6/23/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103062402,3074,Sun                 ,SunFire V240                                      ,2.0.0     ,300,1026.5,49,50297,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC IIIi Cu - 1.0 GHz                                                                                                                                                                                                                               ,2,2,2,2,N,6/23/2003,4/27/2013,6/23/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103060301,3072,Sun                 ,SunFire V880                                      ,2.0.0     ,1000,2240.9,103.62,232206.11,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC III Cu - 1050 MHz                                                                                                                                                                                                                               ,8,8,8,8,N,6/2/2003,4/27/2013,6/3/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103040101,3066,Sun                 ,SunFire V480                                      ,2.0.0     ,100,1760.5,59.86,105382,USD,Sybase IQ 12.5                                                                                                                                                                                                                                                 ,Sun Solaris 9                                                                                                                                                                                                                                                  ,Sun UltraSPARC III - 900 MHz                                                                                                                                                                                                                                   ,4,4,4,4,N,3/31/2003,4/27/2013,4/2/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109120701,3248,Sybase              ,Sun Fire X4270                                    ,2.8.0     ,100,53501.6,1.14,61217.99,USD,Sybase IQ Single Application Server Edition v.15.1 ESD #1                                                                                                                                                                                                      ,Sun Solaris 10                                                                                                                                                                                                                                                 ,Intel Xeon X5570 Quad-Core - 2.93 GHz                                                                                                                                                                                                                          ,2,2,8,16,N,12/4/2009,10/27/2013 9:16:00 PM,12/4/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109110202,3245,Unisys              ,Unisys ES7000 Model 7600R Enterprise Server(16s)  ,2.8.0     ,3000,102778.2,21.05,2162895,USD,Microsoft SQL Server 2008 Datacenter Edition R2                                                                                                                                                                                                                ,Microsoft Windows Server 2008 R2 Datacenter Edition                                                                                                                                                                                                            ,Intel Xeon X7460 Hex-Core - 2.67 GHz                                                                                                                                                                                                                           ,1,16,96,96,N,11/2/2009,10/27/2013 9:16:00 PM,5/6/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109021801,3231,Unisys              ,Unisys ES7000 Model 7600R Enterprise Server(16s)  ,2.8.0     ,10000,80172.7,18.95,1518988,USD,Microsoft SQL Server 2008 Enterprise Edition x64                                                                                                                                                                                                               ,Microsoft Windows Server 2008 Datacenter Edition x64                                                                                                                                                                                                           ,Intel Xeon X5650 Hex-Core - 2.66 GHz                                                                                                                                                                                                                           ,4,16,64,64,N,2/17/2009,10/27/2013 9:16:00 PM,2/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106071702,3180,Unisys              ,Unisys ES7000/one Enterprise Server (16P)         ,2.3.0     ,3000,30013.4,37.83,1135354,USD,Microsoft SQL Server 2005 Enterprise Edition Itanium                                                                                                                                                                                                           ,Microsoft Windows Server 2003 Datacenter Edition Itanium SP1                                                                                                                                                                                                   ,Intel Itanium 9040 Dual-Core - 1.6 GHz                                                                                                                                                                                                                         ,16,16,32,64,N,7/18/2006,10/27/2013 9:16:00 PM,9/8/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
