Product Collection,launch_min,launch_max,core_min,core_max,core_median,freq_min,freq_max,freq_median,tdp_min,tdp_max,tdp_median,tdp_core_min,tdp_core_max,tdp_core_median,bandwidth_min,bandwidth_max,bandwidth_median,pcie_bandwidth_min,pcie_bandwidth_max,pcie_bandwidth_median,Code Name,collection_short,year_collection
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EN,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EN,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EN,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EP,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EN,E5,2012/01 - E5
Xeon Processor E5 Family,2012/01,2012/04,2.0,8.0,6.0,1.8,3.6,2.3499999999999996,60.0,150.0,95.0,8.75,40.0,15.833333333333334,25.584,51.2,42.656,24.0,40.0,40.0,Products formerly Sandy Bridge EN,E5,2012/01 - E5
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
Xeon Processor E7 Family,2011/04,2011/04,6.0,10.0,10.0,1.73,2.66,2.13,95.0,130.0,130.0,10.5,17.5,13.0,25.6,34.112,34.112,,,,Products formerly Westmere EX,E7,2011/04 - E7
