Product Collection,launch_min,launch_max,core_min,core_max,core_median,freq_min,freq_max,freq_median,tdp_min,tdp_max,tdp_median,tdp_core_min,tdp_core_max,tdp_core_median,bandwidth_min,bandwidth_max,bandwidth_median,pcie_bandwidth_min,pcie_bandwidth_max,pcie_bandwidth_median,Code Name,collection_short,year_collection
Xeon 6,2024/07,2024/07,72.0,128.0,96.0,2.0,2.7,2.1,400.0,500.0,500.0,3.90625,6.944444444444445,4.166666666666667,614.4,614.4,614.4,384.0,384.0,384.0,,6 (Perf.),2024/07 - 6 (Perf.)
Xeon 6,2024/07,2024/07,72.0,128.0,96.0,2.0,2.7,2.1,400.0,500.0,500.0,3.90625,6.944444444444445,4.166666666666667,614.4,614.4,614.4,384.0,384.0,384.0,,6 (Perf.),2024/07 - 6 (Perf.)
Xeon 6,2024/07,2024/07,72.0,128.0,96.0,2.0,2.7,2.1,400.0,500.0,500.0,3.90625,6.944444444444445,4.166666666666667,614.4,614.4,614.4,384.0,384.0,384.0,,6 (Perf.),2024/07 - 6 (Perf.)
Xeon 6,2024/07,2024/07,72.0,128.0,96.0,2.0,2.7,2.1,400.0,500.0,500.0,3.90625,6.944444444444445,4.166666666666667,614.4,614.4,614.4,384.0,384.0,384.0,,6 (Perf.),2024/07 - 6 (Perf.)
Xeon 6,2024/07,2024/07,72.0,128.0,96.0,2.0,2.7,2.1,400.0,500.0,500.0,3.90625,6.944444444444445,4.166666666666667,614.4,614.4,614.4,384.0,384.0,384.0,,6 (Perf.),2024/07 - 6 (Perf.)
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Sapphire Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Sapphire Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Sapphire Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Sapphire Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
5th Gen Xeon Scalable Processors,2023/10,2023/10,8.0,64.0,32.0,1.9,3.9,2.2,115.0,385.0,260.0,4.5,24.375,7.604166666666666,281.6,358.40000000000003,332.8,160.0,320.0,320.0,Products formerly Emerald Rapids,5th Scalable,2023/10 - 5th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids Edge Enhanced,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
4th Gen Xeon Scalable Processors,2023/01,2023/10,8.0,60.0,32.0,1.7,3.7,2.1,115.0,350.0,205.0,5.769230769230769,24.375,7.708333333333333,256.0,307.2,307.2,96.0,320.0,320.0,Products formerly Sapphire Rapids,4th Scalable,2023/01 - 4th Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
