,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Result,Baseline,perf,hw_avail_year,perf_per_chip
7230,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.6,59.6,62.6,2016,31.3
4326,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.2,60.3,63.2,2016,31.6
7250,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.6,59.7,62.6,2016,31.3
7275,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.6,59.5,62.6,2016,31.3
7321,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.5,59.5,62.5,2016,31.25
3812,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",63.2,60.3,63.2,2016,31.6
3800,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",63.4,60.6,63.4,2016,31.7
3724,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",62.9,59.9,62.9,2016,31.45
3701,20,2,10.0,2.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",62.8,59.8,62.8,2016,31.4
3670,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.0,60.1,63.0,2016,31.5
7374,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",65.4,61.8,65.4,2016,32.7
7396,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.9,60.1,62.9,2016,31.45
7645,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",63.5,60.3,63.5,2016,31.75
3068,20,2,10.0,2.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.0,60.1,63.0,2016,31.5
2812,20,2,10.0,2.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.0,60.0,63.0,2016,31.5
4863,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.2,60.1,63.2,2016,31.6
5000,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",63.2,60.2,63.2,2016,31.6
28,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",63.8,60.3,63.8,2016,31.9
828,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",63.3,60.3,63.3,2016,31.65
6,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.4,59.8,62.4,2016,31.2
16,20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",62.6,60.1,62.6,2016,31.3
2721,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.2,36.9,39.2,2012,19.6
2857,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,2 chips,39.4,37.1,39.4,2012,19.7
7797,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.8,36.5,38.8,2012,19.4
7787,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.8,36.5,38.8,2012,19.4
1873,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.4,36.2,38.4,2012,19.2
737,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.7,36.4,38.7,2012,19.35
7580,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.9,36.4,38.9,2012,19.45
2963,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.3,36.9,39.3,2012,19.65
2366,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.7,36.4,38.7,2012,19.35
3413,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.2,36.9,39.2,2012,19.6
5170,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.0,36.7,39.0,2012,19.5
3174,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.2,36.9,39.2,2012,19.6
1513,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.8,36.5,38.8,2012,19.4
5457,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.8,36.5,38.8,2012,19.4
5566,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.0,36.6,39.0,2012,19.5
5671,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.7,36.7,38.7,2012,19.35
5916,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.7,36.5,38.7,2012,19.35
6037,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.8,36.6,38.8,2012,19.4
6201,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.8,36.6,38.8,2012,19.4
3633,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1, 2 chips",38.7,36.5,38.7,2012,19.35
1972,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.7,36.5,38.7,2012,19.35
3595,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1, 2 chips",38.7,36.5,38.7,2012,19.35
499,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.4,36.2,38.4,2012,19.2
956,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",39.5,37.1,39.5,2012,19.75
8592,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.1,36.3,38.1,2012,19.05
4349,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.9,36.7,38.9,2012,19.45
2757,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,2 chips,39.4,37.1,39.4,2012,19.7
8488,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.1,36.7,39.1,2012,19.55
8485,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.9,36.7,38.9,2012,19.45
8482,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.4,36.4,38.4,2012,19.2
8343,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",37.5,35.3,37.5,2012,18.75
8659,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",38.5,36.4,38.5,2012,19.25
3141,12,2,6.0,1.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",39.1,36.8,39.1,2012,19.55
601,12,2,6.0,2.0,Intel Xeon E5-2630L,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chip",38.7,36.5,38.7,2012,19.35
2365,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",45.6,42.9,45.6,2013,22.8
7814,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.8,43.3,45.8,2013,22.9
3157,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.8,43.0,45.8,2013,22.9
3190,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.9,43.4,45.9,2013,22.95
3894,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",46.4,43.6,46.4,2013,23.2
7011,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.4,43.4,46.4,2013,23.2
2979,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.0,43.3,46.0,2013,23.0
1062,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",43.4,41.2,43.4,2013,21.7
5015,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",45.9,42.4,45.9,2013,22.95
4109,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",45.9,43.4,45.9,2013,22.95
6036,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.2,43.3,46.2,2013,23.1
3429,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.9,43.4,45.9,2013,22.95
2737,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.5,43.0,45.5,2013,22.75
6200,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.0,43.3,46.0,2013,23.0
4878,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",45.9,42.4,45.9,2013,22.95
1994,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",45.6,43.2,45.6,2013,22.8
1872,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chip",42.8,40.7,42.8,2013,21.4
2773,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.8,43.0,45.8,2013,22.9
7833,12,2,6.0,2.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.8,43.3,45.8,2013,22.9
6233,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.2,43.4,46.2,2014,23.1
6911,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",45.8,43.2,45.8,2013,22.9
4505,12,2,6.0,1.0,Intel Xeon E5-2630L v2,2400,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",46.4,43.3,46.4,2013,23.2
4072,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.0,50.8,53.0,2014,26.5
4821,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",50.0,46.7,50.0,2014,25.0
3903,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.1,50.8,53.1,2014,26.55
4006,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.6,50.2,52.6,2014,26.3
5341,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",49.6,46.3,49.6,2014,24.8
5186,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.7,51.5,53.7,2014,26.85
5339,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",49.5,46.3,49.5,2014,24.75
4292,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.6,51.5,53.6,2014,26.8
5293,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.7,51.5,53.7,2014,26.85
5240,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.7,51.5,53.7,2014,26.85
4548,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.8,51.5,53.8,2014,26.9
829,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.0,50.9,53.0,2014,26.5
5059,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.1,50.8,53.1,2014,26.55
4958,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.8,50.5,52.8,2014,26.4
4897,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",50.0,46.7,50.0,2014,25.0
4640,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.9,50.7,52.9,2014,26.45
4712,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.4,51.1,53.4,2014,26.7
4820,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.9,50.6,52.9,2014,26.45
5340,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",49.5,46.3,49.5,2014,24.75
4415,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.9,50.7,52.9,2014,26.45
3980,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.0,50.8,53.0,2014,26.5
1350,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",51.6,49.4,51.6,2015,25.8
982,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.0,50.8,53.0,2014,26.5
2791,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.5,51.4,53.5,2014,26.75
2836,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.5,51.4,53.5,2014,26.75
2556,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.1,50.9,53.1,2014,26.55
7845,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",52.9,50.7,52.9,2015,26.45
1085,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.0,50.9,53.0,2014,26.5
7638,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.0,50.8,53.0,2015,26.5
7596,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",52.2,50.0,52.2,2015,26.1
7341,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.9,49.7,52.9,2014,26.45
7295,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.9,49.8,52.9,2014,26.45
7259,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.2,51.2,53.2,2014,26.6
7239,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.2,51.1,53.2,2014,26.6
7167,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",52.6,50.6,52.6,2014,26.3
3006,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.3,49.9,53.3,2015,26.65
7112,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",52.7,50.7,52.7,2014,26.35
7411,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",52.6,49.4,52.6,2014,26.3
3046,16,2,8.0,2.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",53.6,51.3,53.6,2014,26.8
7054,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",55.5,52.9,55.5,2015,27.75
6986,16,2,8.0,1.0,Intel Xeon E5-2630L v3,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",53.1,50.9,53.1,2014,26.55
5060,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.2,56.4,59.2,2016,29.6
2577,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.9,56.2,58.9,2016,29.45
4641,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.4,56.5,59.4,2016,29.7
3090,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.4,59.0,2016,29.5
1369,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.4,55.6,58.4,2016,29.2
7316,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.6,55.9,58.6,2016,29.3
2813,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.3,59.0,2016,29.5
5001,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.9,56.1,58.9,2016,29.45
830,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.9,56.2,58.9,2016,29.45
7391,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.6,55.9,58.6,2016,29.3
4416,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.4,56.5,59.4,2016,29.7
2010,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.6,56.0,58.6,2016,29.3
3719,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.3,59.0,2016,29.5
4864,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.7,56.4,58.7,2016,29.35
3696,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.8,56.1,58.8,2016,29.4
7077,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",59.4,56.7,59.4,2016,29.7
3665,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.7,56.1,58.7,2016,29.35
4589,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.1,59.0,2016,29.5
1901,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.8,56.2,58.8,2016,29.4
1086,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.8,56.1,58.8,2016,29.4
6933,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",59.4,56.7,59.4,2016,29.7
1351,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.2,55.4,58.2,2016,29.1
7270,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.7,56.0,58.7,2016,29.35
6959,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",59.5,56.7,59.5,2016,29.75
1527,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.2,55.1,58.2,2016,29.1
5337,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.9,56.1,58.9,2016,29.45
3025,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.1,56.5,59.1,2016,29.55
4327,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.3,56.3,59.3,2016,29.65
2399,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.2,59.0,2016,29.5
7186,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",59.4,56.7,59.4,2016,29.7
3819,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.8,56.6,59.8,2016,29.9
2398,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.7,55.9,58.7,2016,29.35
5284,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.9,56.1,58.9,2016,29.45
7227,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.7,56.0,58.7,2016,29.35
5226,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",58.9,56.1,58.9,2016,29.45
3069,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.4,59.0,2016,29.5
3770,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1, 2 chips",58.8,56.0,58.8,2016,29.4
7247,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.7,56.0,58.7,2016,29.35
5166,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.0,56.2,59.0,2016,29.5
2599,20,2,10.0,2.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chip",59.2,56.6,59.2,2016,29.6
983,20,2,10.0,1.0,Intel Xeon E5-2630L v4,1800,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",58.9,56.2,58.9,2016,29.45
8588,16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",52.2,48.9,52.2,2012,26.1
3619,16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1, 2 chips",52.6,49.2,52.6,2012,26.3
258,16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",50.8,47.2,50.8,2013,25.4
746,16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",52.1,48.7,52.1,2012,26.05
3640,16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1, 2 chips",52.6,49.1,52.6,2012,26.3
